ts,container,mem_mb,mem_pct,cpu_pct
1776550602,mft-ftp-service,666.1,74.34,12.39
1776550602,mft-screening-service,679.7,75.85,3.33
1776550602,mft-forwarder-service,668.0,74.56,1.49
1776550602,mft-as2-service,656.4,2.74,12.68
1776550602,mft-onboarding-api,676.3,75.48,6.14
1776550602,mft-storage-manager,565.8,63.15,6.17
1776550602,mft-keystore-manager,701.9,78.34,4.86
1776550602,mft-ftp-web-service,654.3,73.02,12.62
1776550602,mft-analytics-service,690.7,77.09,3.66
1776550602,mft-config-service,639.1,71.32,4.56
1776550602,mft-gateway-service,623.2,69.55,5.97
1776550602,mft-grafana,59.7,0.25,0.18
1776550602,mft-encryption-service,664.7,74.19,6.70
1776550602,mft-promtail,57.0,0.24,0.93
1776550602,mft-postgres,242.6,1.01,1.82
1776550602,mft-rabbitmq,163.3,0.68,0.62
1776550602,mft-redis,11.0,0.05,1.65
1776550602,mft-prometheus,76.5,0.32,0.21
1776550602,mft-spire-server,33.6,0.14,0.03
1776550602,mft-loki,203.5,0.85,0.86
1776550602,mft-alertmanager,20.7,0.09,0.28
1776550602,mft-vault,140.5,0.59,0.37
1776550602,mft-redpanda,182.5,0.76,0.25
1776550664,mft-api-gateway,15.0,0.06,1.91
1776550664,mft-edi-converter,212.2,23.69,0.06
1776550664,mft-ui-service,9.3,0.04,0.05
1776550664,mft-dmz-proxy-internal,252.0,1.05,3.43
1776550664,mft-ftp-web-ui,8.4,0.04,0.00
1776550664,mft-partner-portal,9.0,0.04,0.00
1776550664,mft-spire-agent,35.0,0.15,0.37
1776550664,mft-notification-service,506.9,56.57,0.32
1776550664,mft-platform-sentinel,675.1,75.35,0.60
1776550664,mft-ai-engine,681.9,76.11,0.56
1776550664,mft-sftp-service,724.2,80.82,2.94
1776550664,mft-license-service,622.0,69.41,0.36
1776550664,mft-ftp-service,666.3,74.36,1.38
1776550664,mft-screening-service,683.0,76.23,0.27
1776550664,mft-forwarder-service,668.1,74.57,0.26
1776550664,mft-as2-service,659.5,2.75,0.40
1776550664,mft-onboarding-api,676.4,75.49,1.60
1776550664,mft-storage-manager,566.3,63.21,0.86
1776550664,mft-keystore-manager,702.1,78.35,0.99
1776550664,mft-ftp-web-service,659.0,73.55,0.38
1776550664,mft-analytics-service,690.8,77.10,1.10
1776550664,mft-config-service,639.1,71.33,5.58
1776550664,mft-gateway-service,624.8,69.73,0.31
1776550664,mft-grafana,59.7,0.25,0.03
1776550664,mft-encryption-service,664.8,74.20,0.44
1776550664,mft-promtail,57.0,0.24,3.63
1776550664,mft-postgres,247.1,1.03,1.16
1776550664,mft-rabbitmq,164.0,0.68,1.60
1776550664,mft-redis,11.0,0.05,0.98
1776550664,mft-prometheus,76.5,0.32,1.63
1776550664,mft-spire-server,33.6,0.14,0.68
1776550664,mft-loki,211.1,0.88,0.50
1776550664,mft-alertmanager,20.7,0.09,0.06
1776550664,mft-vault,140.5,0.59,0.63
1776550664,mft-redpanda,182.5,0.76,13.91
1776550726,mft-api-gateway,14.7,0.06,2.84
1776550726,mft-edi-converter,212.3,23.70,0.06
1776550726,mft-ui-service,9.3,0.04,0.00
1776550726,mft-dmz-proxy-internal,252.2,1.05,0.15
1776550726,mft-ftp-web-ui,8.4,0.04,0.00
1776550726,mft-partner-portal,9.0,0.04,0.00
1776550726,mft-spire-agent,35.0,0.15,0.03
1776550726,mft-notification-service,507.2,56.61,0.66
1776550726,mft-platform-sentinel,675.2,75.36,10.73
1776550726,mft-ai-engine,682.0,76.11,3.04
1776550726,mft-sftp-service,725.1,80.92,4.42
1776550726,mft-license-service,624.9,69.75,0.29
1776550726,mft-ftp-service,666.5,74.38,0.41
1776550726,mft-screening-service,683.1,76.23,3.01
1776550726,mft-forwarder-service,668.3,74.59,2.45
1776550726,mft-as2-service,659.8,2.75,0.93
1776550726,mft-onboarding-api,676.4,75.49,0.51
1776550726,mft-storage-manager,566.6,63.24,2.36
1776550726,mft-keystore-manager,702.2,78.37,0.57
1776550726,mft-ftp-web-service,668.5,74.61,2.41
1776550726,mft-analytics-service,690.8,77.10,0.56
1776550726,mft-config-service,639.2,71.34,2.97
1776550726,mft-gateway-service,630.4,70.36,5.59
1776550726,mft-grafana,59.7,0.25,0.05
1776550726,mft-encryption-service,664.9,74.20,0.35
1776550726,mft-promtail,57.0,0.24,0.20
1776550726,mft-postgres,248.9,1.04,2.67
1776550726,mft-rabbitmq,164.7,0.69,1.38
1776550726,mft-redis,11.0,0.05,0.41
1776550726,mft-prometheus,76.5,0.32,0.14
1776550726,mft-spire-server,33.6,0.14,0.08
1776550726,mft-loki,213.2,0.89,0.61
1776550726,mft-alertmanager,20.7,0.09,0.11
1776550726,mft-vault,140.4,0.59,0.25
1776550726,mft-redpanda,182.5,0.76,10.18
1776550788,mft-api-gateway,14.6,0.06,0.62
1776550788,mft-edi-converter,212.3,23.70,3.94
1776550788,mft-ui-service,9.3,0.04,0.08
1776550788,mft-dmz-proxy-internal,252.5,1.05,0.12
1776550788,mft-ftp-web-ui,8.4,0.04,0.00
1776550788,mft-partner-portal,9.0,0.04,0.00
1776550788,mft-spire-agent,35.0,0.15,0.02
1776550788,mft-notification-service,507.6,56.66,2.76
1776550788,mft-platform-sentinel,675.2,75.36,2.46
1776550788,mft-ai-engine,682.0,76.12,0.87
1776550788,mft-sftp-service,737.8,82.35,0.49
1776550788,mft-license-service,627.1,69.99,0.29
1776550788,mft-ftp-service,666.9,74.43,0.49
1776550788,mft-screening-service,683.1,76.24,1.23
1776550788,mft-forwarder-service,668.4,74.60,1.89
1776550788,mft-as2-service,660.1,2.75,0.30
1776550788,mft-onboarding-api,676.6,75.51,0.74
1776550788,mft-storage-manager,567.1,63.29,0.29
1776550788,mft-keystore-manager,702.4,78.39,2.12
1776550788,mft-ftp-web-service,675.0,75.33,5.25
1776550788,mft-analytics-service,691.0,77.12,0.16
1776550788,mft-config-service,639.4,71.36,0.28
1776550788,mft-gateway-service,630.5,70.37,0.25
1776550788,mft-grafana,59.7,0.25,1.04
1776550788,mft-encryption-service,666.0,74.33,0.38
1776550788,mft-promtail,57.1,0.24,0.78
1776550788,mft-postgres,245.6,1.02,0.31
1776550788,mft-rabbitmq,164.6,0.69,0.34
1776550788,mft-redis,11.0,0.05,0.40
1776550788,mft-prometheus,76.5,0.32,0.26
1776550788,mft-spire-server,33.6,0.14,0.74
1776550788,mft-loki,213.8,0.89,0.70
1776550788,mft-alertmanager,20.8,0.09,1.27
1776550788,mft-vault,140.4,0.59,10.85
1776550788,mft-redpanda,182.9,0.76,0.24
1776550851,mft-api-gateway,14.8,0.06,0.70
1776550851,mft-edi-converter,212.4,23.70,4.49
1776550851,mft-ui-service,9.3,0.04,0.03
1776550851,mft-dmz-proxy-internal,252.7,1.05,0.17
1776550851,mft-ftp-web-ui,8.4,0.04,0.00
1776550851,mft-partner-portal,9.0,0.04,0.00
1776550851,mft-spire-agent,35.0,0.15,5.44
1776550851,mft-notification-service,508.2,56.72,1.07
1776550851,mft-platform-sentinel,681.2,76.03,0.48
1776550851,mft-ai-engine,682.2,76.14,2.41
1776550851,mft-sftp-service,741.9,82.80,0.80
1776550851,mft-license-service,627.3,70.01,4.84
1776550851,mft-ftp-service,667.1,74.46,8.08
1776550851,mft-screening-service,683.1,76.24,3.31
1776550851,mft-forwarder-service,668.7,74.63,0.30
1776550851,mft-as2-service,660.3,2.75,1.66
1776550851,mft-onboarding-api,676.5,75.51,2.63
1776550851,mft-storage-manager,567.3,63.32,0.33
1776550851,mft-keystore-manager,702.5,78.40,0.46
1776550851,mft-ftp-web-service,684.7,76.42,0.77
1776550851,mft-analytics-service,691.0,77.12,0.33
1776550851,mft-config-service,639.5,71.37,2.87
1776550851,mft-gateway-service,630.6,70.38,0.67
1776550851,mft-grafana,59.7,0.25,0.05
1776550851,mft-encryption-service,674.4,75.26,0.41
1776550851,mft-promtail,57.1,0.24,0.43
1776550851,mft-postgres,240.4,1.00,1.88
1776550851,mft-rabbitmq,166.4,0.69,0.83
1776550851,mft-redis,11.0,0.05,0.53
1776550851,mft-prometheus,76.5,0.32,0.39
1776550851,mft-spire-server,33.6,0.14,0.00
1776550851,mft-loki,212.0,0.88,0.44
1776550851,mft-alertmanager,20.7,0.09,0.09
1776550851,mft-vault,140.4,0.59,0.37
1776550851,mft-redpanda,182.9,0.76,0.17
1776550913,mft-api-gateway,14.8,0.06,1.41
1776550913,mft-edi-converter,212.5,23.72,0.08
1776550913,mft-ui-service,9.3,0.04,1.75
1776550913,mft-dmz-proxy-internal,252.9,1.05,0.18
1776550913,mft-ftp-web-ui,8.4,0.04,1.56
1776550913,mft-partner-portal,9.0,0.04,1.64
1776550913,mft-spire-agent,35.0,0.15,0.55
1776550913,mft-notification-service,508.8,56.79,0.88
1776550913,mft-platform-sentinel,690.9,77.11,0.37
1776550913,mft-ai-engine,682.3,76.15,0.30
1776550913,mft-sftp-service,742.2,82.83,0.57
1776550913,mft-license-service,633.9,70.75,0.39
1776550913,mft-ftp-service,667.3,74.47,0.47
1776550913,mft-screening-service,683.1,76.24,0.34
1776550913,mft-forwarder-service,668.8,74.64,0.35
1776550913,mft-as2-service,660.5,2.75,1.18
1776550913,mft-onboarding-api,676.5,75.51,2.78
1776550913,mft-storage-manager,567.4,63.33,0.97
1776550913,mft-keystore-manager,702.5,78.41,0.41
1776550913,mft-ftp-web-service,690.1,77.02,0.48
1776550913,mft-analytics-service,691.0,77.13,0.37
1776550913,mft-config-service,639.5,71.37,3.50
1776550913,mft-gateway-service,648.9,72.42,0.37
1776550913,mft-grafana,59.7,0.25,0.02
1776550913,mft-encryption-service,680.2,75.92,0.39
1776550913,mft-promtail,57.1,0.24,0.60
1776550913,mft-postgres,233.2,0.97,0.79
1776550913,mft-rabbitmq,163.5,0.68,0.35
1776550913,mft-redis,11.0,0.05,1.66
1776550913,mft-prometheus,77.2,0.32,0.41
1776550913,mft-spire-server,33.6,0.14,4.61
1776550913,mft-loki,213.1,0.89,0.61
1776550913,mft-alertmanager,20.7,0.09,0.06
1776550913,mft-vault,140.4,0.59,0.37
1776550913,mft-redpanda,182.9,0.76,0.20
1776550975,mft-api-gateway,14.6,0.06,1.00
1776550975,mft-edi-converter,212.6,23.72,0.19
1776550975,mft-ui-service,9.3,0.04,0.10
1776550975,mft-dmz-proxy-internal,253.1,1.05,0.33
1776550975,mft-ftp-web-ui,8.4,0.04,0.00
1776550975,mft-partner-portal,9.0,0.04,0.00
1776550975,mft-spire-agent,35.0,0.15,0.07
1776550975,mft-notification-service,509.1,56.82,6.46
1776550975,mft-platform-sentinel,691.0,77.12,1.53
1776550975,mft-ai-engine,682.5,76.17,0.52
1776550975,mft-sftp-service,742.5,82.87,32.25
1776550975,mft-license-service,634.0,70.75,0.47
1776550975,mft-ftp-service,667.5,74.50,1.06
1776550975,mft-screening-service,684.6,76.40,0.37
1776550975,mft-forwarder-service,668.9,74.65,2.97
1776550975,mft-as2-service,660.9,2.75,2.93
1776550975,mft-onboarding-api,676.6,75.51,3.68
1776550975,mft-storage-manager,567.7,63.36,17.28
1776550975,mft-keystore-manager,702.6,78.41,0.43
1776550975,mft-ftp-web-service,696.1,77.69,2.64
1776550975,mft-analytics-service,691.1,77.14,2.45
1776550975,mft-config-service,639.6,71.38,1.69
1776550975,mft-gateway-service,639.1,71.33,3.30
1776550975,mft-grafana,59.7,0.25,0.04
1776550975,mft-encryption-service,680.3,75.92,0.68
1776550975,mft-promtail,57.1,0.24,1.53
1776550975,mft-postgres,232.7,0.97,9.11
1776550975,mft-rabbitmq,163.5,0.68,2.86
1776550975,mft-redis,11.0,0.05,0.62
1776550975,mft-prometheus,77.2,0.32,0.57
1776550975,mft-spire-server,33.6,0.14,0.00
1776550975,mft-loki,213.7,0.89,1.27
1776550975,mft-alertmanager,20.7,0.09,0.10
1776550975,mft-vault,140.4,0.59,0.48
1776550975,mft-redpanda,182.9,0.76,0.19
1776551037,mft-api-gateway,14.6,0.06,1.04
1776551037,mft-edi-converter,212.6,23.73,0.08
1776551037,mft-ui-service,9.3,0.04,0.00
1776551037,mft-dmz-proxy-internal,253.5,1.06,0.17
1776551037,mft-ftp-web-ui,8.4,0.04,0.00
1776551037,mft-partner-portal,9.0,0.04,0.00
1776551037,mft-spire-agent,35.0,0.15,0.02
1776551037,mft-notification-service,509.3,56.84,0.31
1776551037,mft-platform-sentinel,691.0,77.12,0.42
1776551037,mft-ai-engine,682.4,76.16,0.45
1776551037,mft-sftp-service,751.5,83.88,4.63
1776551037,mft-license-service,634.0,70.76,0.38
1776551037,mft-ftp-service,667.6,74.51,0.69
1776551037,mft-screening-service,684.8,76.43,9.96
1776551037,mft-forwarder-service,668.9,74.65,0.42
1776551037,mft-as2-service,661.0,2.75,0.62
1776551037,mft-onboarding-api,676.6,75.51,1.33
1776551037,mft-storage-manager,567.8,63.37,0.41
1776551037,mft-keystore-manager,702.6,78.41,0.56
1776551037,mft-ftp-web-service,701.2,78.26,1.05
1776551037,mft-analytics-service,691.2,77.14,0.31
1776551037,mft-config-service,639.6,71.39,1.96
1776551037,mft-gateway-service,639.0,71.31,0.53
1776551037,mft-grafana,59.7,0.25,0.15
1776551037,mft-encryption-service,680.3,75.93,0.61
1776551037,mft-promtail,57.1,0.24,0.48
1776551037,mft-postgres,228.4,0.95,1.83
1776551037,mft-rabbitmq,163.7,0.68,0.62
1776551037,mft-redis,11.0,0.05,0.55
1776551037,mft-prometheus,77.2,0.32,1.26
1776551037,mft-spire-server,33.6,0.14,0.00
1776551037,mft-loki,213.9,0.89,0.71
1776551037,mft-alertmanager,20.7,0.09,0.55
1776551037,mft-vault,141.1,0.59,0.54
1776551037,mft-redpanda,182.9,0.76,0.14
1776551100,mft-api-gateway,14.6,0.06,0.45
1776551100,mft-edi-converter,212.6,23.73,0.16
1776551100,mft-ui-service,9.3,0.04,0.03
1776551100,mft-dmz-proxy-internal,253.7,1.06,4.46
1776551100,mft-ftp-web-ui,8.4,0.04,0.00
1776551100,mft-partner-portal,9.0,0.04,0.00
1776551100,mft-spire-agent,35.0,0.15,0.11
1776551100,mft-notification-service,509.5,56.87,4.43
1776551100,mft-platform-sentinel,691.1,77.13,5.69
1776551100,mft-ai-engine,682.5,76.17,0.92
1776551100,mft-sftp-service,784.0,87.50,1.66
1776551100,mft-license-service,634.1,70.77,0.26
1776551100,mft-ftp-service,667.8,74.54,1.13
1776551100,mft-screening-service,684.7,76.41,1.54
1776551100,mft-forwarder-service,669.0,74.66,4.46
1776551100,mft-as2-service,661.1,2.76,0.68
1776551100,mft-onboarding-api,676.6,75.51,1.29
1776551100,mft-storage-manager,568.0,63.39,0.30
1776551100,mft-keystore-manager,702.7,78.43,2.53
1776551100,mft-ftp-web-service,701.5,78.29,0.36
1776551100,mft-analytics-service,691.3,77.15,0.28
1776551100,mft-config-service,639.7,71.39,0.23
1776551100,mft-gateway-service,639.1,71.33,0.34
1776551100,mft-grafana,59.8,0.25,0.04
1776551100,mft-encryption-service,680.4,75.94,0.37
1776551100,mft-promtail,57.1,0.24,0.36
1776551100,mft-postgres,231.4,0.96,1.12
1776551100,mft-rabbitmq,167.6,0.70,3.39
1776551100,mft-redis,11.0,0.05,0.64
1776551100,mft-prometheus,77.2,0.32,1.19
1776551100,mft-spire-server,33.6,0.14,0.11
1776551100,mft-loki,233.8,0.97,0.40
1776551100,mft-alertmanager,20.7,0.09,0.06
1776551100,mft-vault,141.1,0.59,0.39
1776551100,mft-redpanda,182.9,0.76,0.20
1776551162,mft-api-gateway,14.7,0.06,1.12
1776551162,mft-edi-converter,212.6,23.73,0.08
1776551162,mft-ui-service,9.3,0.04,0.02
1776551162,mft-dmz-proxy-internal,253.9,1.06,0.17
1776551162,mft-ftp-web-ui,8.4,0.04,0.00
1776551162,mft-partner-portal,9.0,0.04,0.00
1776551162,mft-spire-agent,35.0,0.15,0.05
1776551162,mft-notification-service,511.1,57.04,5.66
1776551162,mft-platform-sentinel,691.1,77.13,0.47
1776551162,mft-ai-engine,682.5,76.17,0.30
1776551162,mft-sftp-service,784.7,87.58,0.60
1776551162,mft-license-service,634.1,70.77,0.72
1776551162,mft-ftp-service,668.1,74.57,0.43
1776551162,mft-screening-service,684.7,76.41,0.38
1776551162,mft-forwarder-service,669.1,74.67,0.35
1776551162,mft-as2-service,661.5,2.76,0.61
1776551162,mft-onboarding-api,676.6,75.51,9.07
1776551162,mft-storage-manager,568.1,63.41,0.31
1776551162,mft-keystore-manager,702.8,78.43,0.44
1776551162,mft-ftp-web-service,701.6,78.30,6.19
1776551162,mft-analytics-service,691.4,77.17,5.74
1776551162,mft-config-service,639.8,71.40,8.17
1776551162,mft-gateway-service,639.2,71.34,2.43
1776551162,mft-grafana,59.8,0.25,0.02
1776551162,mft-encryption-service,680.5,75.95,0.37
1776551162,mft-promtail,57.1,0.24,0.63
1776551162,mft-postgres,236.0,0.98,1.51
1776551162,mft-rabbitmq,166.9,0.70,0.91
1776551162,mft-redis,11.0,0.05,0.53
1776551162,mft-prometheus,77.2,0.32,0.00
1776551162,mft-spire-server,33.6,0.14,0.03
1776551162,mft-loki,233.8,0.97,0.98
1776551162,mft-alertmanager,20.7,0.09,0.07
1776551162,mft-vault,141.4,0.59,0.41
1776551162,mft-redpanda,182.9,0.76,0.15
